Time;X;Y;Z;Vx;Vy;Vz;Ax;Ay;Az;Jx;Jy;Jz
3.544000;0.500000;0.291772;0.000000;-0.000000;0.126192;0.000000;0.000000;-1.127707;0.000000;-0.000000;1.558272;0.000000
3.552000;0.500000;0.292746;0.000000;-0.000000;0.117224;0.000000;0.000000;-1.113735;0.000000;-0.000000;1.936128;0.000000
3.560000;0.500000;0.293648;0.000000;-0.000000;0.108380;0.000000;0.000000;-1.096704;0.000000;-0.000000;2.323200;0.000000
3.568000;0.500000;0.294480;0.000000;-0.000000;0.099685;0.000000;0.000000;-1.076539;0.000000;-0.000000;2.719488;0.000000
3.576000;0.500000;0.295244;0.000000;-0.000000;0.091164;0.000000;0.000000;-1.053168;0.000000;-0.000000;3.124992;0.000000
3.584000;0.500000;0.295940;0.000000;-0.000000;0.082843;0.000000;0.000000;-1.026515;0.000000;-0.000000;3.539712;0.000000
3.592000;0.500000;0.296570;0.000000;-0.000000;0.074749;0.000000;0.000000;-0.996508;0.000000;-0.000000;3.963648;0.000000
3.600000;0.500000;0.297136;0.000000;-0.000000;0.066908;0.000000;0.000000;-0.963072;0.000000;-0.000000;4.396800;0.000000
3.608000;0.500000;0.297641;0.000000;-0.000000;0.059349;0.000000;0.000000;-0.926134;0.000000;-0.000000;4.839168;0.000000
3.616000;0.500000;0.298087;0.000000;-0.000000;0.052100;0.000000;0.000000;-0.885621;0.000000;-0.000000;5.290752;0.000000
3.624000;0.500000;0.298476;0.000000;-0.000000;0.045189;0.000000;0.000000;-0.841458;0.000000;-0.000000;5.751552;0.000000
3.632000;0.500000;0.298811;0.000000;-0.000000;0.038646;0.000000;0.000000;-0.793571;0.000000;-0.000000;6.221568;0.000000
3.640000;0.500000;0.299095;0.000000;-0.000000;0.032502;0.000000;0.000000;-0.741888;0.000000;-0.000000;6.700800;0.000000
3.648000;0.500000;0.299332;0.000000;-0.000000;0.026786;0.000000;0.000000;-0.686334;0.000000;-0.000000;7.189248;0.000000
3.656000;0.500000;0.299525;0.000000;-0.000000;0.021531;0.000000;0.000000;-0.626835;0.000000;-0.000000;7.686912;0.000000
3.664000;0.500000;0.299678;0.000000;-0.000000;0.016768;0.000000;0.000000;-0.563319;0.000000;-0.000000;8.193792;0.000000
3.672000;0.500000;0.299794;0.000000;-0.000000;0.012529;0.000000;0.000000;-0.495710;0.000000;-0.000000;8.709888;0.000000
3.680000;0.500000;0.299880;0.000000;-0.000000;0.008847;0.000000;0.000000;-0.423936;0.000000;-0.000000;9.235200;0.000000
3.688000;0.500000;0.299938;0.000000;-0.000000;0.005757;0.000000;0.000000;-0.347922;0.000000;-0.000000;9.769728;0.000000
3.696000;0.500000;0.299973;0.000000;-0.000000;0.003292;0.000000;0.000000;-0.267596;0.000000;-0.000000;10.313472;0.000000
3.704000;0.500000;0.299992;0.000000;-0.000000;0.001487;0.000000;0.000000;-0.182882;0.000000;-0.000000;10.866432;0.000000
3.712000;0.500000;0.299999;0.000000;-0.000000;0.000378;0.000000;0.000000;-0.093708;0.000000;-0.000000;11.428608;0.000000
3.720000;0.500000;0.299999;0.000000;-0.000000;0.000378;0.000000;0.000000;0.000000;0.000000;-2.146619;1.070594;0.000000
3.728000;0.500000;0.300002;0.000000;-0.000068;0.000412;0.000000;-0.016989;0.008473;0.000000;-2.100704;1.047688;0.000000
3.736000;0.499999;0.300006;0.000000;-0.000271;0.000513;0.000000;-0.033612;0.016763;0.000000;-2.055119;1.024947;0.000000
3.744000;0.499995;0.300010;0.000000;-0.000605;0.000680;0.000000;-0.049872;0.024873;0.000000;-2.009863;1.002370;0.000000
3.752000;0.499989;0.300017;0.000000;-0.001068;0.000910;0.000000;-0.065771;0.032802;0.000000;-1.964937;0.979958;0.000000
3.760000;0.499978;0.300025;0.000000;-0.001656;0.001204;0.000000;-0.081312;0.040552;0.000000;-1.920341;0.957710;0.000000
3.768000;0.499962;0.300036;0.000000;-0.002368;0.001559;0.000000;-0.096497;0.048126;0.000000;-1.876075;0.935627;0.000000
3.776000;0.499940;0.300050;0.000000;-0.003199;0.001974;0.000000;-0.111330;0.055523;0.000000;-1.832138;0.913708;0.000000
3.784000;0.499910;0.300068;0.000000;-0.004148;0.002447;0.000000;-0.125812;0.062745;0.000000;-1.788531;0.891954;0.000000
3.792000;0.499873;0.300090;0.000000;-0.005211;0.002977;0.000000;-0.139947;0.069795;0.000000;-1.745254;0.870364;0.000000
3.800000;0.499827;0.300116;0.000000;-0.006386;0.003563;0.000000;-0.153737;0.076672;0.000000;-1.702307;0.848939;0.000000
3.808000;0.499770;0.300147;0.000000;-0.007670;0.004203;0.000000;-0.167185;0.083378;0.000000;-1.659689;0.827678;0.000000
3.816000;0.499704;0.300183;0.000000;-0.009061;0.004897;0.000000;-0.180293;0.089915;0.000000;-1.617401;0.806582;0.000000
3.824000;0.499625;0.300225;0.000000;-0.010554;0.005641;0.000000;-0.193064;0.096284;0.000000;-1.575443;0.785650;0.000000
3.832000;0.499534;0.300274;0.000000;-0.012149;0.006437;0.000000;-0.205501;0.102486;0.000000;-1.533814;0.764883;0.000000
3.840000;0.499430;0.300328;0.000000;-0.013841;0.007281;0.000000;-0.217606;0.108522;0.000000;-1.492515;0.744280;0.000000
3.848000;0.499313;0.300390;0.000000;-0.015629;0.008173;0.000000;-0.229382;0.114395;0.000000;-1.451546;0.723842;0.000000
3.856000;0.499180;0.300459;0.000000;-0.017511;0.009111;0.000000;-0.240832;0.120104;0.000000;-1.410906;0.703568;0.000000
3.864000;0.499032;0.300536;0.000000;-0.019482;0.010094;0.000000;-0.251958;0.125652;0.000000;-1.370597;0.683459;0.000000
3.872000;0.498868;0.300621;0.000000;-0.021541;0.011121;0.000000;-0.262762;0.131040;0.000000;-1.330617;0.663515;0.000000
3.880000;0.498687;0.300714;0.000000;-0.023685;0.012190;0.000000;-0.273248;0.136269;0.000000;-1.290966;0.643734;0.000000
3.888000;0.498489;0.300816;0.000000;-0.025912;0.013301;0.000000;-0.283419;0.141340;0.000000;-1.251646;0.624119;0.000000
3.896000;0.498273;0.300927;0.000000;-0.028219;0.014451;0.000000;-0.293276;0.146255;0.000000;-1.212655;0.604668;0.000000
3.904000;0.498037;0.301047;0.000000;-0.030604;0.015640;0.000000;-0.302822;0.151015;0.000000;-1.173994;0.585381;0.000000
3.912000;0.497783;0.301177;0.000000;-0.033063;0.016867;0.000000;-0.312060;0.155622;0.000000;-1.135663;0.566259;0.000000
3.920000;0.497508;0.301317;0.000000;-0.035596;0.018130;0.000000;-0.320993;0.160076;0.000000;-1.097661;0.547302;0.000000
3.928000;0.497213;0.301468;0.000000;-0.038199;0.019428;0.000000;-0.329624;0.164379;0.000000;-1.059989;0.528508;0.000000
3.936000;0.496897;0.301628;0.000000;-0.040869;0.020759;0.000000;-0.337954;0.168532;0.000000;-1.022647;0.509880;0.000000
3.944000;0.496559;0.301800;0.000000;-0.043605;0.022124;0.000000;-0.345987;0.172538;0.000000;-0.985634;0.491416;0.000000
3.952000;0.496199;0.301982;0.000000;-0.046404;0.023520;0.000000;-0.353725;0.176396;0.000000;-0.948951;0.473116;0.000000
3.960000;0.495816;0.302176;0.000000;-0.049264;0.024946;0.000000;-0.361171;0.180108;0.000000;-0.912598;0.454981;0.000000
3.968000;0.495411;0.302382;0.000000;-0.052182;0.026401;0.000000;-0.368328;0.183676;0.000000;-0.876575;0.437011;0.000000
3.976000;0.494981;0.302599;0.000000;-0.055156;0.027884;0.000000;-0.375197;0.187100;0.000000;-0.840881;0.419205;0.000000
3.984000;0.494528;0.302828;0.000000;-0.058184;0.029394;0.000000;-0.381783;0.190383;0.000000;-0.805517;0.401564;0.000000
3.992000;0.494050;0.303069;0.000000;-0.061264;0.030930;0.000000;-0.388086;0.193526;0.000000;-0.770483;0.384087;0.000000
4.000000;0.493548;0.303323;0.000000;-0.064393;0.032490;0.000000;-0.394111;0.196529;0.000000;-0.735779;0.366774;0.000000
4.008000;0.493020;0.303589;0.000000;-0.067569;0.034074;0.000000;-0.399860;0.199395;0.000000;-0.701404;0.349626;0.000000
4.016000;0.492466;0.303868;0.000000;-0.070790;0.035680;0.000000;-0.405334;0.202124;0.000000;-0.667359;0.332643;0.000000
4.024000;0.491887;0.304160;0.000000;-0.074054;0.037308;0.000000;-0.410538;0.204717;0.000000;-0.633644;0.315824;0.000000
4.032000;0.491281;0.304465;0.000000;-0.077358;0.038955;0.000000;-0.415474;0.207177;0.000000;-0.600258;0.299170;0.000000
4.040000;0.490649;0.304783;0.000000;-0.080701;0.040622;0.000000;-0.420143;0.209505;0.000000;-0.567202;0.282680;0.000000
4.048000;0.489990;0.305115;0.000000;-0.084080;0.042307;0.000000;-0.424550;0.211701;0.000000;-0.534476;0.266354;0.000000
4.056000;0.489304;0.305460;0.000000;-0.087493;0.044009;0.000000;-0.428696;0.213767;0.000000;-0.502080;0.250194;0.000000
4.064000;0.488590;0.305819;0.000000;-0.090938;0.045727;0.000000;-0.432584;0.215704;0.000000;-0.470013;0.234197;0.000000
4.072000;0.487849;0.306192;0.000000;-0.094413;0.047460;0.000000;-0.436217;0.217514;0.000000;-0.438276;0.218365;0.000000
4.080000;0.487079;0.306578;0.000000;-0.097917;0.049207;0.000000;-0.439597;0.219198;0.000000;-0.406869;0.202698;0.000000
4.088000;0.486282;0.306979;0.000000;-0.101446;0.050967;0.000000;-0.442728;0.220758;0.000000;-0.375791;0.187195;0.000000
4.096000;0.485456;0.307394;0.000000;-0.105000;0.052739;0.000000;-0.445611;0.222194;0.000000;-0.345043;0.171857;0.000000
4.104000;0.484602;0.307823;0.000000;-0.108575;0.054522;0.000000;-0.448249;0.223508;0.000000;-0.314625;0.156683;0.000000
4.112000;0.483719;0.308266;0.000000;-0.112171;0.056314;0.000000;-0.450646;0.224701;0.000000;-0.284537;0.141674;0.000000
4.120000;0.482807;0.308724;0.000000;-0.115785;0.058116;0.000000;-0.452803;0.225775;0.000000;-0.254778;0.126829;0.000000
4.128000;0.481866;0.309196;0.000000;-0.119415;0.059927;0.000000;-0.454723;0.226731;0.000000;-0.225349;0.112149;0.000000
4.136000;0.480896;0.309683;0.000000;-0.123060;0.061744;0.000000;-0.456409;0.227570;0.000000;-0.196250;0.097633;0.000000
4.144000;0.479897;0.310184;0.000000;-0.126717;0.063567;0.000000;-0.457864;0.228294;0.000000;-0.167480;0.083282;0.000000
4.152000;0.478869;0.310700;0.000000;-0.130385;0.065396;0.000000;-0.459090;0.228903;0.000000;-0.139041;0.069096;0.000000
4.160000;0.477811;0.311231;0.000000;-0.134062;0.067230;0.000000;-0.460089;0.229400;0.000000;-0.110930;0.055073;0.000000
4.168000;0.476724;0.311776;0.000000;-0.137746;0.069066;0.000000;-0.460865;0.229785;0.000000;-0.083150;0.041216;0.000000
4.176000;0.475607;0.312336;0.000000;-0.141435;0.070906;0.000000;-0.461421;0.230060;0.000000;-0.055699;0.027523;0.000000
4.184000;0.474461;0.312910;0.000000;-0.145128;0.072747;0.000000;-0.461758;0.230225;0.000000;-0.028579;0.013994;0.000000
4.192000;0.473285;0.313500;0.000000;-0.148823;0.074589;0.000000;-0.461879;0.230284;0.000000;-0.001787;0.000630;0.000000
4.200000;0.472080;0.314104;0.000000;-0.152518;0.076431;0.000000;-0.461787;0.230236;0.000000;0.024674;-0.012570;0.000000
4.208000;0.470845;0.314722;0.000000;-0.156211;0.078273;0.000000;-0.461485;0.230083;0.000000;0.050806;-0.025605;0.000000
4.216000;0.469580;0.315356;0.000000;-0.159901;0.080112;0.000000;-0.460975;0.229827;0.000000;0.076608;-0.038476;0.000000
4.224000;0.468286;0.316004;0.000000;-0.163586;0.081950;0.000000;-0.460260;0.229468;0.000000;0.102080;-0.051182;0.000000
4.232000;0.466963;0.316667;0.000000;-0.167265;0.083784;0.000000;-0.459343;0.229008;0.000000;0.127223;-0.063723;0.000000
4.240000;0.465610;0.317345;0.000000;-0.170935;0.085613;0.000000;-0.458225;0.228449;0.000000;0.152036;-0.076100;0.000000
4.248000;0.464228;0.318037;0.000000;-0.174596;0.087438;0.000000;-0.456911;0.227791;0.000000;0.176519;-0.088313;0.000000
4.256000;0.462817;0.318744;0.000000;-0.178245;0.089258;0.000000;-0.455402;0.227036;0.000000;0.200672;-0.100361;0.000000
4.264000;0.461376;0.319465;0.000000;-0.181882;0.091071;0.000000;-0.453701;0.226186;0.000000;0.224496;-0.112244;0.000000
4.272000;0.459907;0.320201;0.000000;-0.185504;0.092877;0.000000;-0.451811;0.225241;0.000000;0.247990;-0.123963;0.000000
4.280000;0.458408;0.320951;0.000000;-0.189110;0.094674;0.000000;-0.449734;0.224203;0.000000;0.271154;-0.135518;0.000000
4.288000;0.456881;0.321716;0.000000;-0.192699;0.096464;0.000000;-0.447473;0.223073;0.000000;0.293989;-0.146908;0.000000
4.296000;0.455325;0.322494;0.000000;-0.196269;0.098243;0.000000;-0.445031;0.221853;0.000000;0.316494;-0.158133;0.000000
4.304000;0.453741;0.323288;0.000000;-0.199819;0.100013;0.000000;-0.442410;0.220543;0.000000;0.338669;-0.169194;0.000000
4.312000;0.452128;0.324095;0.000000;-0.203347;0.101772;0.000000;-0.439613;0.219146;0.000000;0.360514;-0.180091;0.000000
4.320000;0.450487;0.324916;0.000000;-0.206852;0.103519;0.000000;-0.436643;0.217662;0.000000;0.382030;-0.190822;0.000000
4.328000;0.448818;0.325751;0.000000;-0.210333;0.105254;0.000000;-0.433502;0.216093;0.000000;0.403216;-0.201390;0.000000
4.336000;0.447122;0.326600;0.000000;-0.213788;0.106976;0.000000;-0.430192;0.214441;0.000000;0.424072;-0.211793;0.000000
4.344000;0.445398;0.327463;0.000000;-0.217216;0.108685;0.000000;-0.426717;0.212705;0.000000;0.444599;-0.222031;0.000000
4.352000;0.443647;0.328339;0.000000;-0.220615;0.110379;0.000000;-0.423080;0.210888;0.000000;0.464795;-0.232105;0.000000
4.360000;0.441868;0.329229;0.000000;-0.223985;0.112059;0.000000;-0.419282;0.208992;0.000000;0.484662;-0.242014;0.000000
4.368000;0.440063;0.330132;0.000000;-0.227323;0.113723;0.000000;-0.415326;0.207017;0.000000;0.504200;-0.251759;0.000000
4.376000;0.438231;0.331048;0.000000;-0.230629;0.115371;0.000000;-0.411215;0.204964;0.000000;0.523407;-0.261340;0.000000
4.384000;0.436373;0.331978;0.000000;-0.233902;0.117002;0.000000;-0.406952;0.202836;0.000000;0.542285;-0.270755;0.000000
4.392000;0.434489;0.332920;0.000000;-0.237140;0.118616;0.000000;-0.402540;0.200633;0.000000;0.560834;-0.280007;0.000000
4.400000;0.432579;0.333875;0.000000;-0.240342;0.120212;0.000000;-0.397980;0.198356;0.000000;0.579052;-0.289094;0.000000
4.408000;0.430643;0.334843;0.000000;-0.243507;0.121790;0.000000;-0.393276;0.196007;0.000000;0.596941;-0.298016;0.000000
4.416000;0.428683;0.335824;0.000000;-0.246634;0.123348;0.000000;-0.388430;0.193588;0.000000;0.614500;-0.306774;0.000000
4.424000;0.426697;0.336817;0.000000;-0.249722;0.124887;0.000000;-0.383445;0.191100;0.000000;0.631729;-0.315367;0.000000
4.432000;0.424687;0.337822;0.000000;-0.252769;0.126406;0.000000;-0.378323;0.188543;0.000000;0.648629;-0.323796;0.000000
4.440000;0.422653;0.338839;0.000000;-0.255775;0.127903;0.000000;-0.373067;0.185919;0.000000;0.665199;-0.332060;0.000000
4.448000;0.420595;0.339868;0.000000;-0.258738;0.129380;0.000000;-0.367681;0.183230;0.000000;0.681439;-0.340160;0.000000
4.456000;0.418513;0.340909;0.000000;-0.261657;0.130835;0.000000;-0.362165;0.180477;0.000000;0.697349;-0.348095;0.000000
4.464000;0.416409;0.341962;0.000000;-0.264532;0.132268;0.000000;-0.356524;0.177661;0.000000;0.712930;-0.355865;0.000000
4.472000;0.414281;0.343026;0.000000;-0.267361;0.133677;0.000000;-0.350759;0.174784;0.000000;0.728181;-0.363472;0.000000
4.480000;0.412131;0.344101;0.000000;-0.270144;0.135064;0.000000;-0.344874;0.171846;0.000000;0.743102;-0.370913;0.000000
4.488000;0.409959;0.345187;0.000000;-0.272879;0.136427;0.000000;-0.338870;0.168850;0.000000;0.757694;-0.378190;0.000000
4.496000;0.407765;0.346283;0.000000;-0.275566;0.137765;0.000000;-0.332752;0.165795;0.000000;0.771956;-0.385303;0.000000
4.504000;0.405550;0.347391;0.000000;-0.278203;0.139079;0.000000;-0.326520;0.162685;0.000000;0.785888;-0.392251;0.000000
4.512000;0.403314;0.348509;0.000000;-0.280790;0.140368;0.000000;-0.320178;0.159520;0.000000;0.799490;-0.399035;0.000000
4.520000;0.401057;0.349637;0.000000;-0.283325;0.141632;0.000000;-0.313729;0.156301;0.000000;0.812763;-0.405654;0.000000
4.528000;0.398781;0.350775;0.000000;-0.285809;0.142869;0.000000;-0.307175;0.153030;0.000000;0.825706;-0.412109;0.000000
4.536000;0.396485;0.351922;0.000000;-0.288240;0.144080;0.000000;-0.300519;0.149708;0.000000;0.838319;-0.418399;0.000000
4.544000;0.394169;0.353080;0.000000;-0.290617;0.145264;0.000000;-0.293763;0.146336;0.000000;0.850602;-0.424524;0.000000
4.552000;0.391835;0.354247;0.000000;-0.292940;0.146421;0.000000;-0.286910;0.142916;0.000000;0.862556;-0.430485;0.000000
4.560000;0.389482;0.355422;0.000000;-0.295207;0.147551;0.000000;-0.279963;0.139449;0.000000;0.874180;-0.436282;0.000000
4.568000;0.387112;0.356607;0.000000;-0.297419;0.148652;0.000000;-0.272924;0.135936;0.000000;0.885475;-0.441914;0.000000
4.576000;0.384724;0.357801;0.000000;-0.299574;0.149725;0.000000;-0.265796;0.132378;0.000000;0.896439;-0.447381;0.000000
4.584000;0.382319;0.359003;0.000000;-0.301671;0.150770;0.000000;-0.258582;0.128778;0.000000;0.907074;-0.452684;0.000000
4.592000;0.379897;0.360213;0.000000;-0.303711;0.151786;0.000000;-0.251284;0.125136;0.000000;0.917379;-0.457823;0.000000
4.600000;0.377459;0.361431;0.000000;-0.305692;0.152772;0.000000;-0.243905;0.121453;0.000000;0.927355;-0.462797;0.000000
4.608000;0.375006;0.362657;0.000000;-0.307613;0.153729;0.000000;-0.236447;0.117732;0.000000;0.937001;-0.467606;0.000000
4.616000;0.372538;0.363891;0.000000;-0.309475;0.154656;0.000000;-0.228913;0.113972;0.000000;0.946317;-0.472251;0.000000
4.624000;0.370055;0.365132;0.000000;-0.311276;0.155552;0.000000;-0.221307;0.110176;0.000000;0.955303;-0.476732;0.000000
4.632000;0.367558;0.366380;0.000000;-0.313015;0.156418;0.000000;-0.213629;0.106345;0.000000;0.963960;-0.481048;0.000000
4.640000;0.365047;0.367634;0.000000;-0.314694;0.157254;0.000000;-0.205884;0.102480;0.000000;0.972286;-0.485199;0.000000
4.648000;0.362523;0.368896;0.000000;-0.316309;0.158058;0.000000;-0.198074;0.098582;0.000000;0.980284;-0.489186;0.000000
4.656000;0.359986;0.370163;0.000000;-0.317863;0.158831;0.000000;-0.190201;0.094653;0.000000;0.987951;-0.493008;0.000000
4.664000;0.357437;0.371437;0.000000;-0.319352;0.159572;0.000000;-0.182267;0.090694;0.000000;0.995289;-0.496666;0.000000
4.672000;0.354876;0.372716;0.000000;-0.320779;0.160282;0.000000;-0.174277;0.086707;0.000000;1.002297;-0.500160;0.000000
4.680000;0.352305;0.374001;0.000000;-0.322141;0.160960;0.000000;-0.166232;0.082692;0.000000;1.008975;-0.503489;0.000000
4.688000;0.349722;0.375292;0.000000;-0.323438;0.161605;0.000000;-0.158134;0.078652;0.000000;1.015324;-0.506653;0.000000
4.696000;0.347130;0.376587;0.000000;-0.324671;0.162218;0.000000;-0.149987;0.074586;0.000000;1.021342;-0.509653;0.000000
4.704000;0.344528;0.377887;0.000000;-0.325838;0.162798;0.000000;-0.141794;0.070498;0.000000;1.027032;-0.512488;0.000000
4.712000;0.341917;0.379192;0.000000;-0.326939;0.163346;0.000000;-0.133556;0.066387;0.000000;1.032391;-0.515159;0.000000
4.720000;0.339297;0.380500;0.000000;-0.327975;0.163861;0.000000;-0.125276;0.062255;0.000000;1.037421;-0.517665;0.000000
4.728000;0.336669;0.381813;0.000000;-0.328944;0.164342;0.000000;-0.116958;0.058105;0.000000;1.042121;-0.520007;0.000000
4.736000;0.334034;0.383130;0.000000;-0.329846;0.164790;0.000000;-0.108603;0.053936;0.000000;1.046491;-0.522184;0.000000
4.744000;0.331392;0.384450;0.000000;-0.330681;0.165205;0.000000;-0.100215;0.049750;0.000000;1.050531;-0.524197;0.000000
4.752000;0.328743;0.385773;0.000000;-0.331449;0.165586;0.000000;-0.091795;0.045549;0.000000;1.054242;-0.526045;0.000000
4.760000;0.326089;0.387099;0.000000;-0.332150;0.165934;0.000000;-0.083348;0.041334;0.000000;1.057623;-0.527729;0.000000
4.768000;0.323429;0.388428;0.000000;-0.332783;0.166247;0.000000;-0.074874;0.037106;0.000000;1.060675;-0.529248;0.000000
4.776000;0.320765;0.389759;0.000000;-0.333348;0.166527;0.000000;-0.066378;0.032866;0.000000;1.063396;-0.530603;0.000000
4.784000;0.318096;0.391092;0.000000;-0.333845;0.166773;0.000000;-0.057861;0.028617;0.000000;1.065788;-0.531793;0.000000
4.792000;0.315423;0.392427;0.000000;-0.334274;0.166985;0.000000;-0.049326;0.024358;0.000000;1.067850;-0.532819;0.000000
4.800000;0.312748;0.393764;0.000000;-0.334634;0.167163;0.000000;-0.040776;0.020092;0.000000;1.069583;-0.533680;0.000000
4.808000;0.310069;0.395102;0.000000;-0.334926;0.167307;0.000000;-0.032214;0.015820;0.000000;1.070986;-0.534377;0.000000
4.816000;0.307389;0.396441;0.000000;-0.335149;0.167416;0.000000;-0.023641;0.011542;0.000000;1.072059;-0.534909;0.000000
4.824000;0.304707;0.397780;0.000000;-0.335304;0.167491;0.000000;-0.015062;0.007262;0.000000;1.072802;-0.535276;0.000000
4.832000;0.302024;0.399120;0.000000;-0.335390;0.167532;0.000000;-0.006477;0.002978;0.000000;1.073216;-0.535479;0.000000
4.840000;0.299341;0.400461;0.000000;-0.335408;0.167539;0.000000;0.002109;-0.001306;0.000000;1.073299;-0.535518;0.000000
4.848000;0.296658;0.401801;0.000000;-0.335357;0.167511;0.000000;0.010695;-0.005589;0.000000;1.073054;-0.535392;0.000000
4.856000;0.293975;0.403141;0.000000;-0.335237;0.167449;0.000000;0.019277;-0.009872;0.000000;1.072478;-0.535102;0.000000
4.864000;0.291294;0.404480;0.000000;-0.335048;0.167353;0.000000;0.027853;-0.014151;0.000000;1.071573;-0.534647;0.000000
4.872000;0.288615;0.405818;0.000000;-0.334791;0.167223;0.000000;0.036421;-0.018425;0.000000;1.070338;-0.534027;0.000000
4.880000;0.285938;0.407156;0.000000;-0.334465;0.167059;0.000000;0.044978;-0.022695;0.000000;1.068773;-0.533243;0.000000
4.888000;0.283264;0.408491;0.000000;-0.334071;0.166860;0.000000;0.053521;-0.026957;0.000000;1.066879;-0.532295;0.000000
4.896000;0.280593;0.409825;0.000000;-0.333609;0.166627;0.000000;0.062047;-0.031211;0.000000;1.064654;-0.531182;0.000000
4.904000;0.277926;0.411157;0.000000;-0.333079;0.166361;0.000000;0.070554;-0.035455;0.000000;1.062101;-0.529904;0.000000
4.912000;0.275264;0.412487;0.000000;-0.332480;0.166060;0.000000;0.079040;-0.039689;0.000000;1.059217;-0.528462;0.000000
4.920000;0.272607;0.413814;0.000000;-0.331814;0.165726;0.000000;0.087501;-0.043910;0.000000;1.056004;-0.526856;0.000000
4.928000;0.269955;0.415138;0.000000;-0.331080;0.165358;0.000000;0.095935;-0.048118;0.000000;1.052461;-0.525085;0.000000
4.936000;0.267309;0.416460;0.000000;-0.330279;0.164956;0.000000;0.104339;-0.052311;0.000000;1.048588;-0.523149;0.000000
4.944000;0.264671;0.417778;0.000000;-0.329411;0.164521;0.000000;0.112711;-0.056488;0.000000;1.044385;-0.521049;0.000000
4.952000;0.262039;0.419092;0.000000;-0.328476;0.164052;0.000000;0.121049;-0.060648;0.000000;1.039853;-0.518785;0.000000
4.960000;0.259415;0.420402;0.000000;-0.327474;0.163550;0.000000;0.129348;-0.064788;0.000000;1.034991;-0.516356;0.000000
4.968000;0.256800;0.421709;0.000000;-0.326407;0.163015;0.000000;0.137608;-0.068909;0.000000;1.029800;-0.513762;0.000000
4.976000;0.254193;0.423010;0.000000;-0.325273;0.162448;0.000000;0.145824;-0.073008;0.000000;1.024278;-0.511004;0.000000
4.984000;0.251595;0.424308;0.000000;-0.324073;0.161847;0.000000;0.153995;-0.077084;0.000000;1.018427;-0.508081;0.000000
4.992000;0.249008;0.425600;0.000000;-0.322809;0.161215;0.000000;0.162118;-0.081137;0.000000;1.012246;-0.504994;0.000000
5.000000;0.246431;0.426887;0.000000;-0.321480;0.160549;0.000000;0.170190;-0.085164;0.000000;1.005736;-0.501742;0.000000
5.008000;0.243864;0.428169;0.000000;-0.320086;0.159852;0.000000;0.178209;-0.089164;0.000000;0.998896;-0.498326;0.000000
5.016000;0.241309;0.429445;0.000000;-0.318629;0.159123;0.000000;0.186172;-0.093137;0.000000;0.991726;-0.494746;0.000000
5.024000;0.238766;0.430715;0.000000;-0.317107;0.158362;0.000000;0.194076;-0.097080;0.000000;0.984226;-0.491000;0.000000
5.032000;0.236236;0.431978;0.000000;-0.315523;0.157570;0.000000;0.201918;-0.100992;0.000000;0.976396;-0.487091;0.000000
5.040000;0.233718;0.433236;0.000000;-0.313877;0.156746;0.000000;0.209697;-0.104873;0.000000;0.968237;-0.483017;0.000000
5.048000;0.231214;0.434486;0.000000;-0.312168;0.155892;0.000000;0.217409;-0.108720;0.000000;0.959749;-0.478778;0.000000
5.056000;0.228724;0.435730;0.000000;-0.310399;0.155007;0.000000;0.225052;-0.112533;0.000000;0.950930;-0.474375;0.000000
5.064000;0.226248;0.436966;0.000000;-0.308568;0.154091;0.000000;0.232623;-0.116310;0.000000;0.941782;-0.469807;0.000000
5.072000;0.223787;0.438195;0.000000;-0.306677;0.153146;0.000000;0.240120;-0.120049;0.000000;0.932304;-0.465075;0.000000
5.080000;0.221341;0.439416;0.000000;-0.304726;0.152171;0.000000;0.247539;-0.123750;0.000000;0.922496;-0.460178;0.000000
5.088000;0.218911;0.440630;0.000000;-0.302716;0.151166;0.000000;0.254879;-0.127412;0.000000;0.912359;-0.455117;0.000000
5.096000;0.216498;0.441835;0.000000;-0.300648;0.150132;0.000000;0.262136;-0.131032;0.000000;0.901891;-0.449891;0.000000
5.104000;0.214101;0.443032;0.000000;-0.298522;0.149069;0.000000;0.269308;-0.134610;0.000000;0.891094;-0.444500;0.000000
5.112000;0.211722;0.444220;0.000000;-0.296340;0.147978;0.000000;0.276393;-0.138143;0.000000;0.879968;-0.438946;0.000000
5.120000;0.209360;0.445399;0.000000;-0.294100;0.146859;0.000000;0.283387;-0.141632;0.000000;0.868512;-0.433226;0.000000
5.128000;0.207016;0.446570;0.000000;-0.291806;0.145712;0.000000;0.290288;-0.145075;0.000000;0.856726;-0.427342;0.000000
5.136000;0.204691;0.447731;0.000000;-0.289456;0.144538;0.000000;0.297094;-0.148469;0.000000;0.844610;-0.421294;0.000000
5.144000;0.202385;0.448882;0.000000;-0.287052;0.143337;0.000000;0.303801;-0.151815;0.000000;0.832164;-0.415081;0.000000
5.152000;0.200098;0.450024;0.000000;-0.284596;0.142109;0.000000;0.310407;-0.155110;0.000000;0.819389;-0.408704;0.000000
5.160000;0.197832;0.451156;0.000000;-0.282086;0.140855;0.000000;0.316910;-0.158354;0.000000;0.806284;-0.402162;0.000000
5.168000;0.195585;0.452278;0.000000;-0.279525;0.139576;0.000000;0.323307;-0.161544;0.000000;0.792850;-0.395456;0.000000
5.176000;0.193359;0.453389;0.000000;-0.276914;0.138271;0.000000;0.329595;-0.164681;0.000000;0.779085;-0.388585;0.000000
